seqno,noref,nama,alamat1,alamat2,alamat3,kota,kodepos,tglupl,tipe,serv_type,HARGA
201701301293MG,001911903MG,PRIMADONI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301294MG,004958638MG,PRIMADONI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301295MG,002046719MG,NURITA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301296MG,009736985MG,SISILIA AVEATI SEPTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301297MG,001083267MG,TJHEN MUNG HA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301298MG,004356495MG,WIBOWO KUSNADI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301299MG,005170548MG,SADIAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301300MG,001544507MG,AGUS SANTOSO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301301MG,003353098MG,BUDIMAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301302MG,009187097MG,BUDIMAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301303MG,006854941MG,BUDIMAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301304MG,000691240MG,DWI DANANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301305MG,008365707MG,LIE FANG FANG,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301306MG,001766876MG,MARIA DWI RAHMAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301307MG,008116362MG,NALISA HIDAYAT,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301308MG,007209601MG,PAULUS ARDIANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301309MG,010304173MG,PUJI KURNIANINGSIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301310MG,009878901MG,RINA ANGGARANI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301311MG,001698562MG,ROY MAYTA SETYAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301312MG,002177065MG,SRI BUDAYATI SANTOSO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301313MG,004736174MG,SUBAGIO WIDIATMO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301314MG,004430538MG,DIAN NOVIE DINIYANTY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301315MG,009654331MG,ENY RUSWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301316MG,001756991MG,ETTY SOFIATY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301317MG,001777618MG,LUANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301318MG,001575019MG,RIZKI SEKTIYAHANDAYA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301319MG,000831912MG,SULASTRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301320MG,001522002MG,SULASTRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301321MG,000921087MG,YAYOEK PUDJI RAHAYU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301322MG,001468988MG,YAYOEK PUDJI RAHAYU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301323MG,000693356MG,YUSUB AGUS SUSANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301324MG,008393516MG,ARTIKA RUT DAMAYANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301325MG,008393516MG,ARTIKA RUT DAMAYANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301326MG,008697966MG,BAYU ANGGORO HARIS T,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301327MG,010303496MG,DADANG WAHYUDI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301328MG,002174344MG,DJOYO KOESNO SUTEDJO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301329MG,006465167MG,DJOYO KOESNO SUTEDJO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301330MG,007001479MG,EVAN CHANDRA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301331MG,006473470MG,FITRIA BUDIARTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301332MG,010303316MG,FLORENTINA DINA SWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301333MG,010302843MG,IDA YULI SETYOWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301334MG,010302852MG,MARSONO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301335MG,008148961MG,MAYA PUSPITASARI OKT,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301336MG,010305154MG,MOCHAMAD LUDFI HANAF,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301337MG,010303003MG,MUHAMMAD MUTTAQIIN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301338MG,006203262MG,NALISA HIDAYAT,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301339MG,010305225MG,PAVITA LUSIANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301340MG,001056001MG,RINI KUSUMANDARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301341MG,007291343MG,SELVISTER DANANG SET,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301342MG,004990157MG,SOEMIBIRIJAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301343MG,010303290MG,SRI WAHYUNI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301344MG,010303307MG,SUJARWO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301345MG,004957014MG,SUSANTI DEWI SETIAWA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301346MG,005070950MG,TITIK INDRAS KARNAWA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301347MG,008383750MG,YUNITA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301348MG,001693716MG,ARGITA BUDI MAWARNI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301349MG,010304217MG,ASTRI NURAINI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301350MG,001542661MG,BRILLIYANI ARISANDY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301351MG,001361170MG,BRILLIYANI ARISANDY,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301352MG,010260503MG,DAVID SETYA BUDI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301353MG,002023126MG,DENNY DWI SEPTIAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301354MG,002191024MG,DIDIK DIYANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301355MG,002191733MG,DIDIK DIYANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301356MG,008255880MG,DJOKO PURNOMO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301357MG,001599531MG,DWI KRISWANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301358MG,002156967MG,DWI SUSANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301359MG,001945908MG,DWI SUSANTI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301360MG,001967709MG,DWI YULIEANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301361MG,001065442MG,EKO SUBAGIO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301362MG,003890864MG,ENDANG WAHYUNI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301363MG,002164326MG,ERMA WAHYU ARDHANARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301364MG,006539052MG,ERMA WAHYU ARDHANARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301365MG,006872814MG,EVA ROSITA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301366MG,009295247MG,FREDDIE HARTOKO SIMO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301367MG,010049805MG,HADI PRAYITNO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301368MG,001989315MG,HAMMIDAH JOIHANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301369MG,000838222MG,HAYKEL WIRAWAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301370MG,001078442MG,HENDRO WIBOWO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301371MG,001950882MG,ITA PRAMAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301372MG,001611953MG,KUSNADI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301373MG,001682005MG,LESTIYONO ALFIAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301374MG,001580437MG,MAILANI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301375MG,000918493MG,MARTHA RESTI PUTRI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301376MG,002189048MG,MIKO WAHYUDITANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301377MG,010303398MG,MUHAMMAD YUSUF,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301378MG,001826253MG,MUR SHOUNUL AZMI ERN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301379MG,010048003MG,NADYA INGRIDA THE RU,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301380MG,009564134MG,NINDY PUSPITA SARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301381MG,001381286MG,NONIK SUYONI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301382MG,001381286MG,NONIK SUYONI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301383MG,010199527MG,NOVIKA DEVI SUSILO P,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301384MG,009692004MG,NUR AINI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301385MG,004508045MG,PUTRAADJI TENGGARA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301386MG,001577516MG,RABBI QURAISYAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301387MG,008991077MG,RIKA NURJANAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301388MG,001831624MG,RIMA LINORA PANDELAK,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301389MG,002602856MG,RIMA LINORA PANDELAK,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301390MG,001086724MG,RIRIH SATOTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301391MG,003642231MG,RIRIH SATOTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301392MG,009494219MG,RONALL MARULI PARLIN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301393MG,008626249MG,RONALL MARULI PARLIN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301394MG,009768575MG,SASTRA UTAMA MARGA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301395MG,001210927MG,SASTRO TJAHYONO PRAS,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301396MG,010254565MG,SATYA ADI KASENDA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301397MG,000989745MG,SELVANI LIANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301398MG,009263968MG,SILATUROCHMI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301399MG,009994027MG,SITI KHODIJAH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301400MG,002037532MG,SUJIMAT,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301401MG,002097297MG,SULISTYANINGSIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301402MG,002097297MG,SULISTYANINGSIH,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301403MG,001897372MG,SUSAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301404MG,001350554MG,SUSI LESTARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301405MG,010302610MG,TANIA ANGGRAENI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301406MG,010302629MG,TANIA ANGGRAENI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301407MG,000999715MG,THERESIA SOMPOTAN,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301408MG,008455147MG,TRIANA RACHMAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301409MG,000459896MG,VANDA YUSTIARANI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301410MG,000959127MG,WIDYA SUSETYANINGRUM,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301411MG,002167137MG,WINANTA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301412MG,001557531MG,WINANTA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301413MG,001919859MG,WINANTA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301414MG,001819092MG,WULANDARI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301415MG,001106493MG,YAYUK MARITA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301416MG,001680493MG,YENNY ERNAWATI,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301417MG,000396681MG,YOGI ADIANTA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301418MG,005934493MG,YOGI ADIANTA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301419MG,001859771MG,YUDHISYA PERDANA,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
201701301420MG,000857860MG,YUGI ARIVIANTO,JL. ABAL ABAL RT.6/5 NO.15,KELURAHAN JOHAR BARU,KECAMATAN SENEN,JAKARTA PUSAT,10000,30/01/2017,BILL,3100,3100
